website,datetime,hop,vpn,ip,speed1,speed2,speed3
amazon.in,2023-10-09 01:50:01,9.1,malaysia,129.250.3.254,221.715,,
amazon.in,2023-10-09 01:50:01,9.2,malaysia,154.54.38.66,217.385,,
amazon.in,2023-10-09 01:50:01,10,malaysia,154.54.38.66,210.117,,
amazon.in,2023-10-09 01:50:01,10.1,malaysia,149.11.174.210,216.133,,
amazon.in,2023-10-09 01:50:01,10.2,malaysia,149.6.165.82,200.741,,
amazon.in,2023-10-09 01:50:01,11,malaysia,52.46.95.112,298.917,,
amazon.in,2023-10-09 01:50:01,11.1,malaysia,52.46.95.124,217.945,,
amazon.in,2023-10-09 01:50:01,11.2,malaysia,52.46.95.183,230.958,,
amazon.in,2023-10-09 01:50:01,13,malaysia,52.46.94.195,338.681,,
amazon.in,2023-10-09 01:50:01,13.1,malaysia,52.46.94.217,228.551,,
amazon.in,2023-10-09 01:50:01,14,malaysia,52.93.16.83,226.659,,
amazon.in,2023-10-09 01:50:01,14.1,malaysia,52.46.94.213,305.286,,
amazon.in,2023-10-09 01:50:01,14.2,malaysia,52.95.60.99,346.043,,
amazon.cn,2023-10-09 01:50:39,2,malaysia,173.239.236.125,211.554,55.900,100.780
amazon.cn,2023-10-09 01:50:39,3,malaysia,185.156.45.94,170.655,,
amazon.cn,2023-10-09 01:50:39,3.1,malaysia,185.156.45.98,178.506,,
amazon.cn,2023-10-09 01:50:39,3.2,malaysia,185.156.45.100,78.190,,
amazon.cn,2023-10-09 01:50:39,4,malaysia,116.51.27.177,67.745,,
amazon.cn,2023-10-09 01:50:39,4.1,malaysia,116.51.27.121,53.983,203.461,
amazon.cn,2023-10-09 01:50:39,5,malaysia,129.250.2.148,247.608,,
amazon.cn,2023-10-09 01:50:39,6,malaysia,129.250.7.67,147.066,155.763,
amazon.cn,2023-10-09 01:50:39,7,malaysia,129.250.2.42,246.835,171.481,
amazon.cn,2023-10-09 01:50:39,7.1,malaysia,129.250.7.33,137.197,,
amazon.cn,2023-10-09 01:50:39,8,malaysia,129.250.3.45,208.859,202.830,
amazon.cn,2023-10-09 01:50:39,8.1,malaysia,219.158.34.153,307.456,,
amazon.cn,2023-10-09 01:50:39,9,malaysia,129.250.7.33,153.730,169.593,
amazon.cn,2023-10-09 01:50:39,9.1,malaysia,219.158.9.218,240.292,,
amazon.cn,2023-10-09 01:50:39,10,malaysia,129.250.8.26,256.932,,
amazon.cn,2023-10-09 01:50:39,10.1,malaysia,219.158.34.153,244.673,,
amazon.cn,2023-10-09 01:50:39,11,malaysia,219.158.9.218,242.598,,
amazon.cn,2023-10-09 01:50:39,11.1,malaysia,125.33.186.210,231.369,,
amazon.cn,2023-10-09 01:50:39,11.2,malaysia,219.158.9.218,231.112,,
amazon.cn,2023-10-09 01:50:39,12,malaysia,114.249.179.70,236.185,,
amazon.cn,2023-10-09 01:50:39,12.1,malaysia,123.126.0.202,231.050,,
amazon.cn,2023-10-09 01:50:39,13,malaysia,124.65.194.82,312.575,,
amazon.cn,2023-10-09 01:50:39,13.1,malaysia,125.33.186.254,231.218,,
amazon.cn,2023-10-09 01:50:39,14,malaysia,54.222.0.161,277.177,,
amazon.cn,2023-10-09 01:50:39,14.1,malaysia,114.249.179.70,376.769,,
amazon.cn,2023-10-09 01:50:39,14.2,malaysia,54.222.0.175,226.725,,
amazon.cn,2023-10-09 01:50:39,15,malaysia,202.106.204.238,303.323,,
amazon.cn,2023-10-09 01:50:39,16,malaysia,54.222.0.161,436.570,,
amazon.cn,2023-10-09 01:50:39,16.1,malaysia,54.222.0.171,303.197,,
amazon.cn,2023-10-09 01:50:39,16.2,malaysia,54.222.0.165,288.916,,
amazon.cn,2023-10-09 01:50:39,17,malaysia,54.222.0.246,342.812,,
amazon.cn,2023-10-09 01:50:39,17.1,malaysia,54.222.0.244,313.444,,
amazon.cn,2023-10-09 01:50:39,18,malaysia,54.222.24.251,230.148,,
amazon.com.au,2023-10-09 01:51:19,2,malaysia,173.239.236.124,87.600,,
amazon.com.au,2023-10-09 01:51:19,2.1,malaysia,173.239.236.125,49.168,,
amazon.com.au,2023-10-09 01:51:19,2.2,malaysia,173.239.236.124,64.042,,
amazon.com.au,2023-10-09 01:51:19,3,malaysia,185.156.45.98,53.188,,
amazon.com.au,2023-10-09 01:51:19,3.1,malaysia,185.156.45.100,138.594,,
amazon.com.au,2023-10-09 01:51:19,3.2,malaysia,185.156.45.98,46.172,,
amazon.com.au,2023-10-09 01:51:19,4,malaysia,63.216.147.41,78.151,,
amazon.com.au,2023-10-09 01:51:19,4.1,malaysia,63.218.107.129,56.656,,
amazon.com.au,2023-10-09 01:51:19,5,malaysia,63.216.144.10,62.821,92.430,
amazon.com.au,2023-10-09 01:51:19,6,malaysia,129.250.5.65,317.158,,
amazon.com.au,2023-10-09 01:51:19,7,malaysia,154.54.27.54,266.097,,
amazon.com.au,2023-10-09 01:51:19,7.1,malaysia,129.250.2.67,129.564,,
amazon.com.au,2023-10-09 01:51:19,8,malaysia,129.250.7.67,95.265,97.427,
amazon.com.au,2023-10-09 01:51:19,8.1,malaysia,129.250.2.176,312.873,,
amazon.com.au,2023-10-09 01:51:19,9,malaysia,129.250.3.193,311.156,,
amazon.com.au,2023-10-09 01:51:19,9.1,malaysia,129.250.3.79,300.938,,
amazon.com.au,2023-10-09 01:51:19,10,malaysia,52.93.92.39,308.751,,
amazon.com.au,2023-10-09 01:51:19,10.1,malaysia,129.250.3.218,408.746,,
amazon.com.au,2023-10-09 01:51:19,10.2,malaysia,52.93.92.43,307.315,,
amazon.com.au,2023-10-09 01:51:19,11,malaysia,52.93.92.42,227.126,,
amazon.com.au,2023-10-09 01:51:19,11.1,malaysia,129.250.3.140,213.244,,
amazon.com.au,2023-10-09 01:51:19,11.2,malaysia,129.250.3.79,296.550,,
amazon.com.au,2023-10-09 01:51:19,12,malaysia,52.93.92.29,218.233,,
amazon.com.au,2023-10-09 01:51:19,12.1,malaysia,129.250.3.193,374.818,258.415,
amazon.com.au,2023-10-09 01:51:19,13,malaysia,129.250.3.81,278.893,,
amazon.com.au,2023-10-09 01:51:19,13.1,malaysia,52.93.92.40,224.756,,
amazon.com.au,2023-10-09 01:51:19,14,malaysia,128.241.14.218,221.817,,
amazon.com.au,2023-10-09 01:51:19,14.1,malaysia,52.93.92.45,292.380,,
amazon.com.au,2023-10-09 01:51:19,14.2,malaysia,52.93.92.35,226.207,,
amazon.com.au,2023-10-09 01:51:19,15,malaysia,52.93.129.137,248.867,,
amazon.com.au,2023-10-09 01:51:19,15.1,malaysia,54.239.42.93,239.874,,
amazon.com.au,2023-10-09 01:51:19,16,malaysia,52.93.92.41,303.189,,
amazon.com.au,2023-10-09 01:51:19,18,malaysia,52.93.92.35,219.097,,
amazon.com.au,2023-10-09 01:51:19,19,malaysia,52.93.129.127,352.534,,
amazon.ca,2023-10-09 01:51:56,2,malaysia,173.239.236.125,118.093,,
amazon.ca,2023-10-09 01:51:56,2.1,malaysia,173.239.236.124,86.553,,
amazon.ca,2023-10-09 01:51:56,2.2,malaysia,173.239.236.125,98.973,,
amazon.ca,2023-10-09 01:51:56,3,malaysia,185.156.45.96,103.014,,
amazon.ca,2023-10-09 01:51:56,3.1,malaysia,185.156.45.98,101.641,,
amazon.ca,2023-10-09 01:51:56,3.2,malaysia,185.156.45.96,51.184,,
amazon.ca,2023-10-09 01:51:56,4,malaysia,63.216.147.41,50.170,99.841,101.939
amazon.ca,2023-10-09 01:51:56,5,malaysia,63.216.144.10,106.093,,
amazon.ca,2023-10-09 01:51:56,5.1,malaysia,63.223.34.94,86.223,,
amazon.ca,2023-10-09 01:51:56,6,malaysia,129.250.5.61,235.520,,
amazon.ca,2023-10-09 01:51:56,7,malaysia,154.54.27.54,259.314,,
amazon.ca,2023-10-09 01:51:56,8,malaysia,129.250.2.243,140.350,200.905,204.786
amazon.ca,2023-10-09 01:51:56,10,malaysia,154.54.45.161,273.293,,
amazon.ca,2023-10-09 01:51:56,10.1,malaysia,129.250.3.218,216.763,,
amazon.ca,2023-10-09 01:51:56,10.2,malaysia,154.54.5.218,292.730,,
amazon.ca,2023-10-09 01:51:56,11,malaysia,154.54.5.218,246.945,,
amazon.ca,2023-10-09 01:51:56,11.1,malaysia,154.54.0.53,260.284,,
amazon.ca,2023-10-09 01:51:56,12,malaysia,154.54.3.246,337.878,254.395,
amazon.ca,2023-10-09 01:51:56,12.1,malaysia,129.250.4.22,374.585,,
amazon.ca,2023-10-09 01:51:56,13,malaysia,128.241.14.138,395.288,,
amazon.ca,2023-10-09 01:51:56,13.1,malaysia,38.88.155.218,330.206,,
amazon.ca,2023-10-09 01:51:56,13.2,malaysia,38.104.61.42,255.003,,
amazon.ca,2023-10-09 01:51:56,14,malaysia,54.239.105.99,282.728,,
amazon.ca,2023-10-09 01:51:56,14.1,malaysia,15.230.130.153,401.164,,
amazon.ca,2023-10-09 01:51:56,17,malaysia,176.32.125.191,290.139,,
amazon.ca,2023-10-09 01:51:56,17.1,malaysia,52.93.64.175,294.012,,
amazon.co.uk,2023-10-09 01:52:36,2,malaysia,173.239.236.125,182.237,,
amazon.co.uk,2023-10-09 01:52:36,2.1,malaysia,173.239.236.124,74.956,,
amazon.co.uk,2023-10-09 01:52:36,2.2,malaysia,173.239.236.125,59.146,,
amazon.co.uk,2023-10-09 01:52:36,3,malaysia,185.156.45.100,61.820,,
amazon.co.uk,2023-10-09 01:52:36,3.1,malaysia,185.156.45.98,55.780,,
amazon.co.uk,2023-10-09 01:52:36,3.2,malaysia,185.156.45.96,154.717,,
amazon.co.uk,2023-10-09 01:52:36,4,malaysia,63.218.107.129,100.364,,
amazon.co.uk,2023-10-09 01:52:36,4.1,malaysia,63.216.147.41,96.236,,
amazon.co.uk,2023-10-09 01:52:36,5,malaysia,63.218.164.66,86.438,,
amazon.co.uk,2023-10-09 01:52:36,6,malaysia,129.250.5.65,55.106,49.291,
amazon.co.uk,2023-10-09 01:52:36,7,malaysia,129.250.7.9,276.336,,
amazon.co.uk,2023-10-09 01:52:36,7.1,malaysia,154.54.87.210,204.421,220.612,
amazon.co.uk,2023-10-09 01:52:36,8,malaysia,129.250.7.29,217.683,,
amazon.co.uk,2023-10-09 01:52:36,8.1,malaysia,154.54.72.109,204.369,,
amazon.co.uk,2023-10-09 01:52:36,8.2,malaysia,129.250.4.188,281.264,,
amazon.co.uk,2023-10-09 01:52:36,9,malaysia,154.54.38.66,242.883,,
amazon.co.uk,2023-10-09 01:52:36,9.1,malaysia,129.250.4.148,254.834,229.688,
amazon.co.uk,2023-10-09 01:52:36,10,malaysia,128.241.3.18,209.805,,
amazon.co.uk,2023-10-09 01:52:36,10.1,malaysia,128.241.4.66,222.699,,
amazon.co.uk,2023-10-09 01:52:36,10.2,malaysia,128.241.3.18,338.162,,
amazon.co.uk,2023-10-09 01:52:36,11,malaysia,15.230.156.17,224.918,,
amazon.co.uk,2023-10-09 01:52:36,11.1,malaysia,52.46.95.84,297.897,,
amazon.co.uk,2023-10-09 01:52:36,11.2,malaysia,15.230.156.9,309.671,,
amazon.co.uk,2023-10-09 01:52:36,13,malaysia,52.46.94.199,233.449,,
amazon.co.uk,2023-10-09 01:52:36,13.1,malaysia,52.46.94.157,218.530,,
amazon.co.uk,2023-10-09 01:52:36,13.2,malaysia,52.46.94.163,206.284,,
amazon.co.uk,2023-10-09 01:52:36,14,malaysia,52.46.94.193,207.620,,
amazon.co.uk,2023-10-09 01:52:36,14.1,malaysia,15.230.82.194,211.086,,
amazon.co.uk,2023-10-09 01:52:36,14.2,malaysia,54.239.114.55,331.518,,
amazon.co.jp,2023-10-09 01:53:17,2,malaysia,173.239.236.125,67.601,,
amazon.co.jp,2023-10-09 01:53:17,2.1,malaysia,173.239.236.124,96.778,47.290,
amazon.co.jp,2023-10-09 01:53:17,3,malaysia,185.156.45.94,50.320,,
amazon.co.jp,2023-10-09 01:53:17,3.1,malaysia,185.156.45.100,97.400,,
amazon.co.jp,2023-10-09 01:53:17,3.2,malaysia,185.156.45.96,101.824,,
amazon.co.jp,2023-10-09 01:53:17,4,malaysia,63.216.147.41,106.710,,
amazon.co.jp,2023-10-09 01:53:17,5,malaysia,63.216.144.10,89.485,,
amazon.co.jp,2023-10-09 01:53:17,6,malaysia,129.250.5.61,154.498,,
amazon.co.jp,2023-10-09 01:53:17,7,malaysia,154.54.27.54,307.898,274.274,
amazon.co.jp,2023-10-09 01:53:17,7.1,malaysia,129.250.2.67,128.364,,
amazon.co.jp,2023-10-09 01:53:17,8,malaysia,38.88.196.90,310.752,,
amazon.co.jp,2023-10-09 01:53:17,8.1,malaysia,129.250.2.176,224.102,,
amazon.co.jp,2023-10-09 01:53:17,8.2,malaysia,129.250.2.243,175.613,,
amazon.co.jp,2023-10-09 01:53:17,9,malaysia,129.250.5.28,213.670,88.193,
amazon.co.jp,2023-10-09 01:53:17,9.1,malaysia,38.122.146.170,618.484,,
amazon.co.jp,2023-10-09 01:53:17,10,malaysia,128.241.14.146,335.304,,
amazon.co.jp,2023-10-09 01:53:17,10.1,malaysia,52.93.92.41,234.329,,
amazon.co.jp,2023-10-09 01:53:17,10.2,malaysia,129.250.2.50,142.052,,
amazon.co.jp,2023-10-09 01:53:17,11,malaysia,129.250.3.140,242.836,,
amazon.co.jp,2023-10-09 01:53:17,11.1,malaysia,129.250.5.54,136.194,,
amazon.co.jp,2023-10-09 01:53:17,12,malaysia,52.93.92.27,215.684,,
amazon.co.jp,2023-10-09 01:53:17,12.1,malaysia,129.250.3.193,219.145,,
amazon.co.jp,2023-10-09 01:53:17,13,malaysia,52.93.92.27,219.194,,
amazon.co.jp,2023-10-09 01:53:17,14,malaysia,128.241.14.218,251.917,,
amazon.co.jp,2023-10-09 01:53:17,15,malaysia,150.222.255.207,230.173,,
amazon.co.jp,2023-10-09 01:53:17,16,malaysia,52.93.92.29,217.294,,
amazon.co.jp,2023-10-09 01:53:17,20,malaysia,150.222.249.145,250.655,,
amazon.jp,2023-10-09 01:54:07,2,malaysia,173.239.236.125,70.235,46.276,77.424
amazon.jp,2023-10-09 01:54:07,3,malaysia,185.156.45.100,81.300,,
amazon.jp,2023-10-09 01:54:07,3.1,malaysia,185.156.45.98,52.599,78.870,
amazon.jp,2023-10-09 01:54:07,4,malaysia,138.199.0.223,71.216,162.503,
amazon.jp,2023-10-09 01:54:07,4.1,malaysia,138.199.0.221,50.307,,
amazon.jp,2023-10-09 01:54:07,5,malaysia,99.83.95.74,92.892,99.953,47.280
amazon.jp,2023-10-09 01:54:07,6,malaysia,52.93.10.164,89.972,,
amazon.jp,2023-10-09 01:54:07,6.1,malaysia,52.93.10.166,174.927,47.413,
lazada.sg,2023-10-09 01:55:02,2,malaysia,173.239.236.125,63.202,46.447,
lazada.sg,2023-10-09 01:55:02,2.1,malaysia,173.239.236.124,158.331,,
lazada.sg,2023-10-09 01:55:02,3,malaysia,185.156.45.100,60.779,,
lazada.sg,2023-10-09 01:55:02,3.1,malaysia,185.156.45.98,132.162,,
lazada.sg,2023-10-09 01:55:02,3.2,malaysia,185.156.45.94,199.253,,
lazada.sg,2023-10-09 01:55:02,5,malaysia,116.251.74.205,50.133,,
lazada.sg,2023-10-09 01:55:02,5.1,malaysia,47.246.116.186,54.493,,
lazada.sg,2023-10-09 01:55:02,5.2,malaysia,116.251.81.217,69.247,,
lazada.com.my,2023-10-09 01:55:57,2,malaysia,173.239.236.125,147.785,,
lazada.com.my,2023-10-09 01:55:57,2.1,malaysia,173.239.236.124,102.876,97.299,
lazada.com.my,2023-10-09 01:55:57,3,malaysia,185.156.45.94,104.273,,
lazada.com.my,2023-10-09 01:55:57,3.1,malaysia,185.156.45.98,139.898,,
lazada.com.my,2023-10-09 01:55:57,3.2,malaysia,185.156.45.96,76.777,,
lazada.com.my,2023-10-09 01:55:57,4,malaysia,27.111.229.234,92.513,,
lazada.com.my,2023-10-09 01:55:57,5,malaysia,116.251.81.217,105.088,,
lazada.com.my,2023-10-09 01:55:57,5.1,malaysia,116.251.74.201,162.463,,
lazada.com.ph,2023-10-09 01:56:54,2,malaysia,173.239.236.124,81.016,,
lazada.com.ph,2023-10-09 01:56:54,2.1,malaysia,173.239.236.125,101.538,116.806,
lazada.com.ph,2023-10-09 01:56:54,3,malaysia,185.156.45.96,105.809,,
lazada.com.ph,2023-10-09 01:56:54,3.1,malaysia,185.156.45.94,309.488,,
lazada.com.ph,2023-10-09 01:56:54,5,malaysia,116.251.74.205,80.725,,
lazada.com.ph,2023-10-09 01:56:54,5.1,malaysia,47.246.116.190,94.633,,
lazada.com.ph,2023-10-09 01:56:54,5.2,malaysia,47.246.116.186,137.127,,
lazada.co.id,2023-10-09 01:58:26,2,malaysia,173.239.236.124,194.586,92.329,
lazada.co.id,2023-10-09 01:58:26,2.1,malaysia,173.239.236.125,82.959,,
lazada.co.id,2023-10-09 01:58:26,3,malaysia,185.156.45.96,126.594,47.850,
lazada.co.id,2023-10-09 01:58:26,3.1,malaysia,185.156.45.94,46.694,,
lazada.co.id,2023-10-09 01:58:26,4,malaysia,27.111.229.35,52.309,,
lazada.co.id,2023-10-09 01:58:26,6,malaysia,103.211.230.70,110.465,,
lazada.co.id,2023-10-09 01:58:26,6.1,malaysia,103.211.230.66,70.107,140.137,
lazada.com,2023-10-09 01:59:23,2,malaysia,173.239.236.124,50.936,,
lazada.com,2023-10-09 01:59:23,2.1,malaysia,173.239.236.125,99.744,155.410,
lazada.com,2023-10-09 01:59:23,3,malaysia,185.156.45.94,45.961,,
lazada.com,2023-10-09 01:59:23,3.1,malaysia,185.156.45.100,96.880,99.855,
lazada.com,2023-10-09 01:59:23,4,malaysia,27.111.229.234,121.112,,
lazada.com,2023-10-09 01:59:23,5,malaysia,116.251.81.217,118.525,,
lazada.com,2023-10-09 01:59:23,5.1,malaysia,116.251.81.133,99.435,,
lazada.com,2023-10-09 01:59:23,5.2,malaysia,116.251.74.205,201.607,,
lazada.co.th,2023-10-09 02:00:16,2,malaysia,173.239.236.124,55.389,,
lazada.co.th,2023-10-09 02:00:16,2.1,malaysia,173.239.236.125,52.532,,
lazada.co.th,2023-10-09 02:00:16,2.2,malaysia,173.239.236.124,74.672,,
lazada.co.th,2023-10-09 02:00:16,3,malaysia,185.156.45.98,102.205,100.485,
lazada.co.th,2023-10-09 02:00:16,3.1,malaysia,185.156.45.100,206.425,,
lazada.co.th,2023-10-09 02:00:16,5,malaysia,116.251.74.205,67.028,,
lazada.co.th,2023-10-09 02:00:16,5.1,malaysia,47.246.116.190,112.958,,
lazada.co.th,2023-10-09 02:00:16,5.2,malaysia,116.251.74.197,75.369,,
lazada.vn,2023-10-09 02:01:14,2,malaysia,173.239.236.124,108.385,,
lazada.vn,2023-10-09 02:01:14,2.1,malaysia,173.239.236.125,97.532,99.460,
lazada.vn,2023-10-09 02:01:14,3,malaysia,185.156.45.98,105.629,,
lazada.vn,2023-10-09 02:01:14,3.1,malaysia,185.156.45.94,100.108,,
lazada.vn,2023-10-09 02:01:14,3.2,malaysia,185.156.45.98,100.432,,
lazada.vn,2023-10-09 02:01:14,5,malaysia,116.251.81.221,53.340,,
lazada.vn,2023-10-09 02:01:14,5.1,malaysia,47.246.116.190,56.282,,
lazada.cn,2023-10-09 02:02:01,2,malaysia,173.239.236.124,157.071,77.813,100.837
lazada.cn,2023-10-09 02:02:01,3,malaysia,185.156.45.100,54.147,79.251,
lazada.cn,2023-10-09 02:02:01,3.1,malaysia,185.156.45.94,74.357,,
lazada.cn,2023-10-09 02:02:01,5,malaysia,154.54.87.210,231.883,207.757,
lazada.cn,2023-10-09 02:02:01,5.1,malaysia,154.54.87.214,210.574,,
lazada.cn,2023-10-09 02:02:01,6,malaysia,154.54.72.109,260.459,,
lazada.cn,2023-10-09 02:02:01,6.1,malaysia,154.54.72.225,216.047,,
lazada.cn,2023-10-09 02:02:01,6.2,malaysia,154.54.72.109,212.358,,
lazada.cn,2023-10-09 02:02:01,7,malaysia,154.54.58.237,232.609,,
lazada.cn,2023-10-09 02:02:01,7.1,malaysia,154.54.58.233,215.506,,
lazada.cn,2023-10-09 02:02:01,7.2,malaysia,154.54.58.237,213.131,,
lazada.cn,2023-10-09 02:02:01,8,malaysia,130.117.1.117,217.149,213.048,
lazada.cn,2023-10-09 02:02:01,8.1,malaysia,130.117.0.2,260.236,,
lazada.cn,2023-10-09 02:02:01,9,malaysia,149.14.159.114,357.699,381.847,349.737
lazada.cn,2023-10-09 02:02:01,11,malaysia,202.97.12.49,343.332,,
lazada.cn,2023-10-09 02:02:01,13,malaysia,36.110.246.154,321.658,,
lazada.cn,2023-10-09 02:02:01,13.1,malaysia,36.110.246.6,330.357,,
lazada.cn,2023-10-09 02:02:01,15,malaysia,36.110.169.94,408.706,,
lazada.cn,2023-10-09 02:02:01,16,malaysia,117.49.50.141,327.795,,
lazada.cn,2023-10-09 02:02:01,17,malaysia,103.52.85.125,353.854,,
shopee.sg,2023-10-09 02:02:47,2,malaysia,173.239.236.125,96.874,,
shopee.sg,2023-10-09 02:02:47,2.1,malaysia,173.239.236.124,137.404,,
shopee.sg,2023-10-09 02:02:47,2.2,malaysia,173.239.236.125,258.839,,
shopee.sg,2023-10-09 02:02:47,3,malaysia,185.156.45.94,69.815,50.062,
shopee.sg,2023-10-09 02:02:47,3.1,malaysia,185.156.45.96,160.620,,
shopee.sg,2023-10-09 02:02:47,4,malaysia,138.199.0.221,53.838,,
shopee.sg,2023-10-09 02:02:47,4.1,malaysia,138.199.0.223,146.931,47.288,
shopee.sg,2023-10-09 02:02:47,5,malaysia,37.19.192.191,168.496,74.209,49.321
shopee.sg,2023-10-09 02:02:47,6,malaysia,203.116.31.70,73.763,49.088,68.315
shopee.sg,2023-10-09 02:02:47,7,malaysia,143.92.96.52,51.842,165.512,
shopee.sg,2023-10-09 02:02:47,7.1,malaysia,143.92.96.48,166.349,,
shopee.sg,2023-10-09 02:02:47,8,malaysia,143.92.108.180,52.463,,
shopee.sg,2023-10-09 02:02:47,8.1,malaysia,143.92.108.172,149.305,,
shopee.sg,2023-10-09 02:02:47,8.2,malaysia,143.92.108.168,57.413,,
shopee.sg,2023-10-09 02:02:47,9,malaysia,143.92.108.189,143.705,,
shopee.sg,2023-10-09 02:02:47,9.1,malaysia,143.92.108.183,101.247,,
shopee.sg,2023-10-09 02:02:47,9.2,malaysia,143.92.108.161,52.196,,
shopee.my,2023-10-09 02:03:27,2,malaysia,173.239.236.125,50.471,86.053,
shopee.my,2023-10-09 02:03:27,2.1,malaysia,173.239.236.124,104.998,,
shopee.my,2023-10-09 02:03:27,3,malaysia,185.156.45.100,99.320,100.310,45.570
shopee.my,2023-10-09 02:03:27,4,malaysia,138.199.0.223,165.059,99.412,
shopee.my,2023-10-09 02:03:27,4.1,malaysia,138.199.0.221,107.801,,
shopee.my,2023-10-09 02:03:27,5,malaysia,37.19.192.191,99.084,102.786,105.442
shopee.my,2023-10-09 02:03:27,6,malaysia,203.116.31.70,98.843,97.553,100.982
shopee.my,2023-10-09 02:03:27,7,malaysia,143.92.96.48,104.610,,
shopee.my,2023-10-09 02:03:27,7.1,malaysia,143.92.96.52,208.281,59.016,
shopee.my,2023-10-09 02:03:27,8,malaysia,143.92.108.156,49.037,91.463,
shopee.my,2023-10-09 02:03:27,8.1,malaysia,143.92.108.154,107.857,,
shopee.my,2023-10-09 02:03:27,9,malaysia,143.92.108.159,97.529,,
shopee.my,2023-10-09 02:03:27,9.1,malaysia,143.92.108.157,100.703,,
shopee.my,2023-10-09 02:03:27,9.2,malaysia,143.92.108.155,102.025,,
shopee.ph,2023-10-09 02:04:12,2,malaysia,173.239.236.125,76.717,,
shopee.ph,2023-10-09 02:04:12,2.1,malaysia,173.239.236.124,47.814,100.391,
shopee.ph,2023-10-09 02:04:12,3,malaysia,185.156.45.98,112.963,,
shopee.ph,2023-10-09 02:04:12,3.1,malaysia,185.156.45.100,98.005,,
shopee.ph,2023-10-09 02:04:12,3.2,malaysia,185.156.45.94,95.961,,
shopee.ph,2023-10-09 02:04:12,4,malaysia,138.199.0.221,105.978,99.169,103.084
shopee.ph,2023-10-09 02:04:12,5,malaysia,37.19.192.191,150.580,153.958,55.810
shopee.ph,2023-10-09 02:04:12,6,malaysia,203.116.31.70,62.174,292.760,103.529
shopee.ph,2023-10-09 02:04:12,7,malaysia,143.92.96.48,109.665,,
shopee.ph,2023-10-09 02:04:12,7.1,malaysia,143.92.96.52,269.355,48.710,
shopee.ph,2023-10-09 02:04:12,8,malaysia,143.92.108.170,91.481,,
shopee.ph,2023-10-09 02:04:12,8.1,malaysia,143.92.108.180,49.120,,
shopee.ph,2023-10-09 02:04:12,8.2,malaysia,143.92.108.168,49.196,,
shopee.ph,2023-10-09 02:04:12,9,malaysia,143.92.108.175,99.077,,
shopee.ph,2023-10-09 02:04:12,9.1,malaysia,143.92.108.165,102.418,,
shopee.ph,2023-10-09 02:04:12,9.2,malaysia,143.92.108.171,100.156,,
shopee.co.id,2023-10-09 02:04:51,2,malaysia,173.239.236.124,79.646,103.694,202.088
shopee.co.id,2023-10-09 02:04:51,3,malaysia,185.156.45.96,109.557,52.996,
shopee.co.id,2023-10-09 02:04:51,3.1,malaysia,185.156.45.94,143.858,,
shopee.co.id,2023-10-09 02:04:51,4,malaysia,138.199.0.221,53.555,,
shopee.co.id,2023-10-09 02:04:51,4.1,malaysia,138.199.0.223,128.101,92.712,
shopee.co.id,2023-10-09 02:04:51,5,malaysia,37.19.192.191,54.174,178.746,47.430
shopee.co.id,2023-10-09 02:04:51,6,malaysia,203.116.31.70,163.405,91.075,49.833
shopee.co.id,2023-10-09 02:04:51,7,malaysia,143.92.96.48,166.491,,
shopee.co.id,2023-10-09 02:04:51,7.1,malaysia,143.92.96.52,173.868,,
shopee.co.id,2023-10-09 02:04:51,7.2,malaysia,143.92.96.48,96.412,,
shopee.co.id,2023-10-09 02:04:51,8,malaysia,143.92.119.132,58.211,,
shopee.co.id,2023-10-09 02:04:51,8.1,malaysia,143.92.119.142,49.444,,
shopee.co.id,2023-10-09 02:04:51,8.2,malaysia,143.92.119.128,63.293,,
shopee.co.id,2023-10-09 02:04:51,9,malaysia,143.92.119.137,55.212,,
shopee.co.id,2023-10-09 02:04:51,9.1,malaysia,143.92.119.131,72.067,,
shopee.co.id,2023-10-09 02:04:51,9.2,malaysia,143.92.119.137,51.453,,
shopee.com,2023-10-09 02:05:37,2,malaysia,173.239.236.124,100.346,96.586,
shopee.com,2023-10-09 02:05:37,2.1,malaysia,173.239.236.125,103.708,,
shopee.com,2023-10-09 02:05:37,3,malaysia,185.156.45.96,408.277,,
shopee.com,2023-10-09 02:05:37,3.1,malaysia,185.156.45.100,101.513,,
shopee.com,2023-10-09 02:05:37,3.2,malaysia,185.156.45.98,102.706,,
shopee.com,2023-10-09 02:05:37,4,malaysia,138.199.0.221,100.813,,
shopee.com,2023-10-09 02:05:37,4.1,malaysia,138.199.0.223,145.842,49.589,
shopee.com,2023-10-09 02:05:37,5,malaysia,37.19.192.191,112.608,98.428,104.509
shopee.com,2023-10-09 02:05:37,6,malaysia,203.116.31.70,52.667,48.572,101.433
shopee.com,2023-10-09 02:05:37,7,malaysia,143.92.96.52,105.297,,
shopee.com,2023-10-09 02:05:37,7.1,malaysia,143.92.96.48,101.181,,
shopee.com,2023-10-09 02:05:37,7.2,malaysia,143.92.96.52,100.120,,
shopee.com,2023-10-09 02:05:37,8,malaysia,143.92.108.156,160.358,143.710,
shopee.com,2023-10-09 02:05:37,8.1,malaysia,143.92.108.158,104.511,,
shopee.com,2023-10-09 02:05:37,9,malaysia,143.92.108.153,101.665,,
shopee.com,2023-10-09 02:05:37,9.1,malaysia,143.92.108.159,228.318,,
shopee.com,2023-10-09 02:05:37,9.2,malaysia,143.92.108.153,70.282,,
